Total number of tokens: 481
bu,11,2.286902286902287
bir,10,2.079002079002079
erdoäÿan,8,1.6632016632016633
ve,8,1.6632016632016633
uyuåÿturucu,4,0.8316008316008316
cumhurbaåÿkanä±,3,0.6237006237006237
åÿã¶yle,3,0.6237006237006237
asä±l,3,0.6237006237006237
ne,3,0.6237006237006237
demekten,3,0.6237006237006237
raäÿmen,3,0.6237006237006237
kredi,3,0.6237006237006237
grup,3,0.6237006237006237
olarak,3,0.6237006237006237
konuåÿtu,3,0.6237006237006237
alacaksä±n,3,0.6237006237006237
parti,3,0.6237006237006237
de,3,0.6237006237006237
da,3,0.6237006237006237
organ,3,0.6237006237006237
liraya,3,0.6237006237006237
iã§in,3,0.6237006237006237
milli,2,0.4158004158004158
burs,2,0.4158004158004158
nasä±l,2,0.4158004158004158
gerektiäÿini,2,0.4158004158004158
iåÿe,2,0.4158004158004158
kä±lä±ã§daroäÿlunun,2,0.4158004158004158
tayyip,2,0.4158004158004158
altä±nda,2,0.4158004158004158
eden,2,0.4158004158004158
son,2,0.4158004158004158
iki,2,0.4158004158004158
vergiyi,2,0.4158004158004158
tamamen,2,0.4158004158004158
vergi,2,0.4158004158004158
recep,2,0.4158004158004158
ã¶äÿrencimizin,2,0.4158004158004158
olmadä±äÿä±nä±,2,0.4158004158004158
ticareti,2,0.4158004158004158
aã§ä±kã§a,2,0.4158004158004158
bin,2,0.4158004158004158
kimsenin,2,0.4158004158004158
olan,2,0.4158004158004158
oluyoruz,2,0.4158004158004158
adamdan,2,0.4158004158004158
katä±,2,0.4158004158004158
devam,2,0.4158004158004158
chp,2,0.4158004158004158
gã¶re,2,0.4158004158004158
hesabä±na,2,0.4158004158004158
camii,2,0.4158004158004158
zihniyetin,2,0.4158004158004158
ã¼ã§,2,0.4158004158004158
ã§ä±karmä±åÿ,2,0.4158004158004158
belirtti,2,0.4158004158004158
sen,2,0.4158004158004158
kur,2,0.4158004158004158
yapan,2,0.4158004158004158
dã¼n,2,0.4158004158004158
tek,2,0.4158004158004158
gã¼nlerdeki,1,0.2079002079002079
tahliyenin,1,0.2079002079002079
garabet,1,0.2079002079002079
bunlardan,1,0.2079002079002079
kendin,1,0.2079002079002079
kazandä±rä±lmasä±ndan,1,0.2079002079002079
mä±sä±n,1,0.2079002079002079
tabii,1,0.2079002079002079
gayesini,1,0.2079002079002079
demirtaåÿ,1,0.2079002079002079
ä°stanbulda,1,0.2079002079002079
kã¼ltã¼rã¼yle,1,0.2079002079002079
mevlevi,1,0.2079002079002079
farkä±nda,1,0.2079002079002079
desteäÿi,1,0.2079002079002079
iradeyi,1,0.2079002079002079
kuranä±,1,0.2079002079002079
mã¼cadeleler,1,0.2079002079002079
edilecek,1,0.2079002079002079
452,1,0.2079002079002079
hangi,1,0.2079002079002079
uzatmasä±na,1,0.2079002079002079
ã¶rgã¼tã¼,1,0.2079002079002079
koronavirã¼s,1,0.2079002079002079
okutma,1,0.2079002079002079
kendi,1,0.2079002079002079
deäÿerleriyle,1,0.2079002079002079
sonra,1,0.2079002079002079
uzun,1,0.2079002079002079
asgari,1,0.2079002079002079
yapä±yorsun,1,0.2079002079002079
ayasofyanä±n,1,0.2079002079002079
veya,1,0.2079002079002079
mã¼saade,1,0.2079002079002079
siyaseti,1,0.2079002079002079
devleti,1,0.2079002079002079
kurabilirsiniz,1,0.2079002079002079
1300,1,0.2079002079002079
uäÿraåÿmadä±klarä±nä±,1,0.2079002079002079
åÿahit,1,0.2079002079002079
yä±ldã¶nã¼mã¼,1,0.2079002079002079
kä±lä±fä±,1,0.2079002079002079
gelen,1,0.2079002079002079
ortadadä±r,1,0.2079002079002079
mafyasä±nä±,1,0.2079002079002079
åÿaåÿä±rmä±åÿ,1,0.2079002079002079
ilk,1,0.2079002079002079
kalktä±,1,0.2079002079002079
bursla,1,0.2079002079002079
gã¶stererek,1,0.2079002079002079
alä±nmasä±,1,0.2079002079002079
rencide,1,0.2079002079002079
gayretle,1,0.2079002079002079
adä±,1,0.2079002079002079
yanä±p,1,0.2079002079002079
iradan,1,0.2079002079002079
allahuekber,1,0.2079002079002079
1650,1,0.2079002079002079
hatun,1,0.2079002079002079
